3060561994	3060561994	0	1634696975	1634697028
3147458940	3147458940	0	1612138492	1622823557
1374845374	1374845374	0	1623128862	1623129867
2847510662	2847510662	0	1600518129	1601727945
1369245404	1369245404	0	1613367550	1614309713
2331439830	2331439830	0	1634866611	1641520219
3193059081	3193059081	0	1611150529	1612846230
2560857376	2560857376	0	1619325392	1624336851
849381968	849381968	0	1639753382	1642000025
318622257	318622257	0	1611209707	1613358239
2282145950	2282145950	0	1600345351	1617542481
739520301	739520301	0	1620648983	1620650248
1565825512	1565825512	0	1630848905	1641049332
3285569313	3285569313	0	1643510271	1643510271
2730881464	2730881464	0	1609950230	1624548043
921476820	921476820	0	1600338024	1629951947
1348918450	1348918450	0	1629111721	1631949962
996456822	996456822	0	1612242733	1630149544
752432116	752432116	0	1626090550	1639272272
1033797440	1033797440	0	1614616852	1616474670
1783022334	1783022334	0	1615263315	1615263314
390010803	390010803	0	1611324306	1611390601
2432115441	2432115441	5	1600272377	1644421197
1425951647	1425951647	0	1612600160	1612600760
1004223327	1004223327	0	1617602894	1627636567
1790914645	1790914645	0	1625836465	1625845082
2845318412	2845318412	0	1632910693	1632910693
3139689909	3139689909	0	1613826718	1641051937
3144756268	3144756268	0	1612964474	1613040938
3092514593	3092514593	0	1626568217	1629688125
2822411294	2822411294	0	1600350480	1641052607
3419588251	3419588251	0	1633261729	1633261729
1113229773	1113229773	0	1601043062	1630814201
445058432	445058432	0	1621072982	1622783206
707258178	707258178	0	1626097763	1639234736
3329925688	3329925688	0	1601456311	1630123518
1741450038	1741450038	0	1600298215	1628471271
1705746921	1705746921	0	1610786471	1615631282
1786856372	1786856372	0	1610211818	1614161295
1936185755	1936185755	0	1600272686	1640967117
1755899958	1755899958	0	1601468315	1606825360
1661417090	1661417090	0	1613379502	1616455933
2907605167	2907605167	0	1618674808	1620922263
1460742756	1460742756	0	1616857674	1627906137
2471586026	2471586026	0	1632494102	1632494216
3340440541	3340440541	0	1612067875	1612067875
2695079848	2695079848	0	1611751766	1619966659
2910971895	2910971895	0	1632116875	1634382853
1731066028	1731066028	0	1611180358	1614810973
768017026	768017026	0	1622091119	1634730340
1841146177	1841146177	0	1617666362	1640616225
2945554086	2945554086	0	1600320364	1628666584
3092768424	3092768424	0	1600331208	1640967087
1365377128	1365377128	0	1611328878	1611328998
1606399577	1606399577	0	1628218406	1639561416
3274747628	3274747628	0	1615693419	1615693419
2164237145	2164237145	0	1629689772	1630238879
494394752	494394752	0	1623750059	1625620477
2092255932	2092255932	0	1615543147	1629326547
542423822	542423822	0	1629621499	1630300250
540152849	540152849	0	1611328634	1611328633
3246571443	3246571443	0	1600338378	1630350364
1728744070	1728744070	0	1601522043	1601701755
1029750199	1029750199	0	1611367813	1621833310
2543692132	2543692132	0	1614012529	1617609094
1085766712	1085766712	0	1630713875	1632718993
1273207724	1273207724	0	1615106997	1616822420
1158787410	1158787410	0	1625909691	1628502982
384499120	384499120	0	1620432899	1620432899
3105653378	3105653378	0	1627744550	1627744583
2248784849	2248784849	0	1600858938	1600859059
2422806714	2422806714	0	1610726769	1613060394
1754386713	1754386713	0	1613732345	1613732345
719371204	719371204	0	1622088008	1625859807
2431063802	2431063802	0	1613819106	1627748843
2379166988	2379166988	0	1600345626	1616760733
3400607641	3400607641	0	1600521847	1601971226
